person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,loan_status,rate_burden
64999,MORTGAGE,13.0,EDUCATION,B,12000,10.99,0.17,N,0,1.8683
60000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,20000,12.21,0.33,N,0,4.0293
70000,RENT,7.0,PERSONAL,B,12000,12.42,0.17,N,0,2.1114
57000,MORTGAGE,0.0,MEDICAL,A,9000,5.99,0.16,N,0,0.9584
42000,RENT,4.0,PERSONAL,A,4000,8.9,0.1,N,0,0.8900000000000001
69500,MORTGAGE,6.0,VENTURE,A,6000,7.49,0.09,N,0,0.6741
33600,RENT,4.0,VENTURE,C,5000,13.49,0.15,N,0,2.0235
63000,MORTGAGE,13.0,VENTURE,A,5000,8.49,0.08,N,0,0.6792
110000,MORTGAGE,6.0,EDUCATION,B,30000,9.91,0.28,N,0,2.7748000000000004
80000,MORTGAGE,3.0,PERSONAL,A,6400,5.79,0.08,N,0,0.4632
65000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,6000,11.99,0.09,N,0,1.0791
36000,RENT,1.0,HOMEIMPROVEMENT,D,4800,14.96,0.13,Y,1,1.9448
40000,RENT,2.0,PERSONAL,C,6000,12.73,0.15,N,0,1.9095
85000,RENT,0.0,HOMEIMPROVEMENT,E,15000,17.74,0.18,Y,1,3.1931999999999996
48000,RENT,6.0,MEDICAL,B,20000,10.62,0.43,N,1,4.566599999999999
40000,RENT,0.0,MEDICAL,A,12000,6.91,0.3,N,0,2.073
24947,RENT,1.0,VENTURE,D,6250,14.74,0.27,N,1,3.9798000000000004
99300,MORTGAGE,10.0,EDUCATION,C,5000,12.84,0.05,N,0,0.642
71400,RENT,0.0,MEDICAL,D,25000,14.84,0.34,N,1,5.0456
54000,RENT,0.0,EDUCATION,C,5000,13.22,0.09,N,0,1.1898
54000,RENT,4.0,DEBTCONSOLIDATION,D,10000,15.33,0.19,N,1,2.9127
65000,MORTGAGE,3.0,PERSONAL,A,6000,6.17,0.09,N,0,0.5553
45000,MORTGAGE,4.0,PERSONAL,C,7500,12.73,0.17,N,0,2.1641000000000004
35000,RENT,0.0,VENTURE,B,12000,11.71,0.34,N,1,3.9814000000000007
65000,MORTGAGE,6.0,EDUCATION,A,10000,7.49,0.15,N,0,1.1235
75000,MORTGAGE,3.0,HOMEIMPROVEMENT,E,20000,14.82,0.27,Y,0,4.0014
110000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,12000,10.74,0.11,N,0,1.1814
53000,MORTGAGE,3.0,EDUCATION,C,5000,13.23,0.09,Y,0,1.1907
64300,MORTGAGE,4.0,EDUCATION,B,12000,11.14,0.19,N,0,2.1166
72000,MORTGAGE,14.0,MEDICAL,C,7000,12.68,0.1,Y,0,1.268
70000,RENT,1.0,PERSONAL,B,10000,9.45,0.14,N,0,1.323
57996,RENT,2.0,DEBTCONSOLIDATION,C,6000,12.99,0.11,Y,0,1.4289
65000,MORTGAGE,7.0,VENTURE,A,12000,7.29,0.18,N,0,1.3122
44991,MORTGAGE,2.0,MEDICAL,B,7800,9.88,0.16,N,0,1.5808000000000002
61800,MORTGAGE,13.0,VENTURE,C,1500,13.99,0.02,Y,0,0.2798
132000,MORTGAGE,3.0,MEDICAL,A,10000,7.66,0.08,N,0,0.6128
100000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,13000,6.03,0.13,N,0,0.7839
99000,OWN,5.0,VENTURE,B,9000,11.14,0.09,N,0,1.0026
60000,RENT,7.0,DEBTCONSOLIDATION,B,10000,9.76,0.17,N,0,1.6592
34000,RENT,4.0,PERSONAL,B,10000,12.42,0.29,N,0,3.6018
124800,RENT,1.0,PERSONAL,B,10000,12.53,0.07,N,0,0.8771
40000,RENT,0.0,EDUCATION,C,2500,13.49,0.06,N,0,0.8094
70000,RENT,9.0,PERSONAL,A,15000,6.99,0.22,N,0,1.5378
55000,RENT,5.0,PERSONAL,B,2000,10.62,0.04,N,0,0.42479999999999996
44000,RENT,2.0,DEBTCONSOLIDATION,A,14000,7.88,0.32,N,1,2.5216
60000,RENT,0.0,PERSONAL,D,8000,16.77,0.13,Y,1,2.1801
40000,MORTGAGE,20.0,VENTURE,A,6000,7.29,0.15,N,0,1.0935
70000,MORTGAGE,16.0,HOMEIMPROVEMENT,A,3000,7.51,0.04,N,0,0.3004
120000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,24000,13.72,0.2,Y,0,2.744
85000,MORTGAGE,12.0,PERSONAL,A,10000,9.32,0.12,N,0,1.1184
30000,RENT,4.0,MEDICAL,C,2800,12.87,0.09,N,0,1.1582999999999999
29000,RENT,6.0,MEDICAL,A,5000,6.62,0.17,N,1,1.1254000000000002
62000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0.32,N,0,2.2112000000000003
85000,RENT,0.0,HOMEIMPROVEMENT,A,6000,7.49,0.07,N,0,0.5243000000000001
70000,RENT,0.0,MEDICAL,B,6000,10.59,0.09,N,0,0.9531
34000,RENT,6.0,MEDICAL,B,5000,10.75,0.15,N,0,1.6125
70000,MORTGAGE,0.0,MEDICAL,A,5000,7.88,0.07,N,0,0.5516000000000001
60000,RENT,0.0,EDUCATION,C,15000,13.22,0.25,N,0,3.305
36000,RENT,7.0,PERSONAL,B,2500,11.71,0.07,N,0,0.8197000000000001
85000,OWN,14.0,VENTURE,A,12000,7.29,0.14,N,0,1.0206000000000002
44000,RENT,5.0,MEDICAL,C,20000,13.22,0.45,Y,1,5.949000000000001
39000,RENT,9.0,DEBTCONSOLIDATION,D,7200,14.11,0.18,N,1,2.5397999999999996
72194,RENT,18.0,VENTURE,C,18000,8.88,0.25,N,0,2.22
70000,RENT,3.0,PERSONAL,B,15000,11.49,0.21,N,0,2.4129
90000,MORTGAGE,0.0,EDUCATION,B,16000,11.89,0.17,N,0,2.0213
78000,RENT,3.0,HOMEIMPROVEMENT,A,6000,9.63,0.08,N,0,0.7704000000000001
34000,RENT,1.0,VENTURE,B,5000,10.99,0.15,N,0,1.6485
45760,RENT,8.0,MEDICAL,B,13650,10.25,0.3,N,0,3.0749999999999997
26000,RENT,5.0,DEBTCONSOLIDATION,A,5375,8.49,0.21,N,0,1.7829
30000,RENT,3.0,EDUCATION,D,6000,14.54,0.2,Y,1,2.908
155000,OWN,11.0,HOMEIMPROVEMENT,A,23000,6.17,0.15,N,0,0.9255
28800,RENT,5.0,EDUCATION,B,4900,9.99,0.17,N,0,1.6983000000000001
75000,RENT,1.0,MEDICAL,C,6000,12.99,0.08,Y,0,1.0392000000000001
80000,MORTGAGE,12.0,VENTURE,A,7000,5.42,0.09,N,0,0.48779999999999996
80000,RENT,5.0,EDUCATION,B,5000,11.49,0.06,N,0,0.6894
85000,MORTGAGE,10.0,MEDICAL,A,6400,6.62,0.07,N,0,0.46340000000000003
105000,MORTGAGE,0.0,MEDICAL,A,25000,7.51,0.24,N,0,1.8023999999999998
37000,RENT,2.0,EDUCATION,B,2500,9.62,0.07,N,0,0.6734
70000,MORTGAGE,6.0,EDUCATION,A,7000,7.9,0.1,N,0,0.79
40000,RENT,5.0,VENTURE,B,15000,12.42,0.38,N,1,4.7196
86000,MORTGAGE,4.0,VENTURE,B,18000,10.99,0.21,N,0,2.3079
36000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,3000,14.79,0.08,N,0,1.1832
14400,RENT,3.0,DEBTCONSOLIDATION,D,2750,16.02,0.17,Y,1,2.7234000000000003
35000,RENT,0.0,MEDICAL,A,5000,7.29,0.14,N,0,1.0206000000000002
30000,MORTGAGE,13.0,MEDICAL,C,8875,13.85,0.3,Y,0,4.154999999999999
36000,RENT,3.0,VENTURE,C,6000,13.99,0.17,N,0,2.3783000000000003
60000,MORTGAGE,10.0,VENTURE,A,5000,7.49,0.08,N,0,0.5992000000000001
60000,RENT,8.0,VENTURE,D,25000,15.31,0.42,N,1,6.4302
75000,RENT,0.0,PERSONAL,D,5000,16.77,0.07,Y,0,1.1739000000000002
50000,RENT,11.0,DEBTCONSOLIDATION,B,5000,9.91,0.1,N,0,0.9910000000000001
40000,RENT,5.0,EDUCATION,B,2000,10.74,0.05,N,0,0.537
40000,RENT,5.0,EDUCATION,B,5000,10.99,0.13,N,0,1.4287
102000,RENT,1.0,PERSONAL,C,20000,12.84,0.2,N,0,2.568
60000,RENT,11.0,VENTURE,A,6000,8.49,0.1,N,0,0.8490000000000001
60000,RENT,6.0,VENTURE,C,15000,13.99,0.25,N,0,3.4975
90000,MORTGAGE,2.0,EDUCATION,B,12000,10.99,0.13,N,0,1.4287
35000,RENT,5.0,DEBTCONSOLIDATION,A,10000,6.03,0.29,N,0,1.7487
70000,RENT,3.0,EDUCATION,B,14000,10.75,0.2,N,0,2.15
65000,MORTGAGE,11.0,VENTURE,A,7000,6.99,0.11,N,0,0.7689
51000,RENT,3.0,MEDICAL,B,17500,10.62,0.35,N,1,3.7169999999999996
46000,MORTGAGE,8.0,MEDICAL,A,6000,6.03,0.13,N,0,0.7839
80000,MORTGAGE,4.0,PERSONAL,A,5000,7.49,0.06,N,0,0.4494
93000,MORTGAGE,15.0,PERSONAL,D,25000,15.58,0.27,Y,0,4.2066
48000,RENT,2.0,DEBTCONSOLIDATION,A,8000,7.51,0.17,N,0,1.2767
75000,MORTGAGE,11.0,VENTURE,C,10000,13.99,0.13,Y,0,1.8187
65000,RENT,0.0,DEBTCONSOLIDATION,B,7500,11.86,0.12,N,0,1.4231999999999998
36000,RENT,7.0,MEDICAL,B,15000,11.36,0.42,N,1,4.771199999999999
48000,RENT,0.0,VENTURE,B,12000,11.36,0.25,N,0,2.84
100000,RENT,5.0,EDUCATION,B,6000,11.49,0.06,N,0,0.6894
72000,MORTGAGE,8.0,EDUCATION,A,14000,7.49,0.19,N,0,1.4231
35000,RENT,3.0,MEDICAL,B,9600,11.99,0.27,N,0,3.2373000000000003
33600,RENT,8.0,VENTURE,B,13000,11.58,0.36,N,1,4.1688
43000,RENT,3.0,PERSONAL,D,6500,16.49,0.15,N,0,2.4734999999999996
66000,RENT,2.0,EDUCATION,A,12000,5.79,0.18,N,0,1.0422
24000,RENT,5.0,DEBTCONSOLIDATION,C,4000,12.23,0.17,Y,0,2.0791000000000004
56004,RENT,2.0,DEBTCONSOLIDATION,C,10000,13.61,0.18,N,0,2.4497999999999998
140000,RENT,0.0,VENTURE,A,7400,6.62,0.05,N,0,0.331
40000,MORTGAGE,3.0,EDUCATION,A,5000,8.0,0.13,N,0,1.04
64000,MORTGAGE,7.0,PERSONAL,A,6400,7.49,0.11,N,1,0.8239000000000001
84000,RENT,4.0,HOMEIMPROVEMENT,D,8000,12.92,0.1,Y,0,1.292
45000,RENT,3.0,PERSONAL,B,4000,11.86,0.09,N,0,1.0674
150000,RENT,5.0,MEDICAL,B,6000,12.18,0.04,N,0,0.4872
54000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,10000,9.63,0.19,N,0,1.8297
39000,RENT,2.0,VENTURE,G,8000,20.16,0.2,Y,1,4.032
50000,RENT,0.0,DEBTCONSOLIDATION,C,10000,12.99,0.2,N,0,2.5980000000000003
62000,MORTGAGE,6.0,PERSONAL,B,10000,9.91,0.16,N,0,1.5856000000000001
40000,RENT,5.0,MEDICAL,B,8000,10.74,0.2,N,0,2.148
24000,OWN,1.0,EDUCATION,A,4000,7.88,0.17,N,0,1.3396000000000001
36000,OWN,0.0,PERSONAL,C,6000,14.18,0.17,Y,0,2.4106
105000,RENT,1.0,HOMEIMPROVEMENT,A,20000,6.91,0.19,N,0,1.3129
50400,RENT,10.0,DEBTCONSOLIDATION,B,5200,9.91,0.1,N,0,0.9910000000000001
18000,RENT,2.0,VENTURE,C,1600,13.49,0.08,Y,0,1.0792
65000,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.49,0.08,N,0,0.9192
37200,RENT,2.0,HOMEIMPROVEMENT,A,12000,7.9,0.32,N,1,2.528
19200,RENT,3.0,EDUCATION,C,2000,14.22,0.1,Y,0,1.4220000000000002
105000,RENT,1.0,HOMEIMPROVEMENT,A,12100,5.99,0.12,N,0,0.7188
54000,RENT,9.0,PERSONAL,B,10000,11.71,0.19,N,0,2.2249000000000003
95000,RENT,4.0,VENTURE,B,6000,10.99,0.06,N,0,0.6594
125000,RENT,3.0,PERSONAL,A,10000,7.51,0.08,N,0,0.6008
175000,RENT,2.0,VENTURE,C,24000,13.11,0.12,N,0,1.5732
30000,RENT,4.0,MEDICAL,B,7500,11.83,0.25,N,0,2.9575
65000,RENT,9.0,MEDICAL,B,5000,12.42,0.08,N,0,0.9936
97781,RENT,7.0,EDUCATION,A,5575,6.54,0.06,N,0,0.39239999999999997
68000,MORTGAGE,6.0,EDUCATION,A,3500,7.88,0.05,N,0,0.394
44000,MORTGAGE,12.0,PERSONAL,A,8000,7.49,0.18,N,0,1.3482
55000,RENT,8.0,HOMEIMPROVEMENT,C,8400,13.48,0.15,N,0,2.022
75000,MORTGAGE,6.0,VENTURE,A,10000,6.54,0.13,N,0,0.8502000000000001
24000,MORTGAGE,3.0,EDUCATION,A,2000,5.42,0.08,N,0,0.4336
48000,MORTGAGE,10.0,PERSONAL,A,7000,7.49,0.15,N,0,1.1235
67200,MORTGAGE,9.0,EDUCATION,B,8400,12.69,0.12,N,0,1.5228
27600,RENT,0.0,DEBTCONSOLIDATION,A,3600,7.51,0.13,N,0,0.9763000000000001
55000,MORTGAGE,13.0,MEDICAL,A,17000,7.88,0.31,N,0,2.4428
98450,RENT,3.0,EDUCATION,C,2700,14.27,0.03,Y,0,0.4281
61000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,15200,10.25,0.24,N,0,2.46
40000,RENT,5.0,VENTURE,C,6900,13.22,0.17,Y,0,2.2474000000000003
53000,MORTGAGE,5.0,EDUCATION,C,10000,13.48,0.19,Y,0,2.5612
138000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,9600,8.49,0.07,N,0,0.5943
36996,MORTGAGE,3.0,VENTURE,E,16000,15.68,0.43,Y,0,6.7424
45000,RENT,1.0,DEBTCONSOLIDATION,C,8000,12.87,0.18,Y,0,2.3165999999999998
70000,RENT,8.0,PERSONAL,C,20000,13.98,0.29,Y,0,4.0542
28000,MORTGAGE,5.0,MEDICAL,A,5000,6.92,0.18,N,0,1.2456
60000,MORTGAGE,8.0,PERSONAL,A,20000,7.49,0.33,N,0,2.4717000000000002
78000,MORTGAGE,0.0,VENTURE,B,11000,9.91,0.14,N,0,1.3874000000000002
85850,MORTGAGE,9.0,MEDICAL,D,12000,15.99,0.12,N,1,1.9188
32000,MORTGAGE,2.0,VENTURE,A,14000,8.38,0.44,N,0,3.6872000000000003
36000,RENT,3.0,MEDICAL,D,6000,15.21,0.17,Y,0,2.5857
57800,MORTGAGE,0.0,MEDICAL,E,16000,16.45,0.24,N,1,3.9479999999999995
45000,RENT,0.0,HOMEIMPROVEMENT,B,14000,8.88,0.32,N,1,2.8416
45000,RENT,3.0,VENTURE,C,12000,13.16,0.27,Y,0,3.5532000000000004
61000,RENT,4.0,EDUCATION,A,10000,7.49,0.16,N,0,1.1984000000000001
80000,MORTGAGE,12.0,EDUCATION,A,18000,6.99,0.23,N,0,1.6077000000000001
45000,OWN,8.0,VENTURE,B,7000,11.86,0.15,N,0,1.779
70000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,4000,16.77,0.06,N,1,1.0062
24000,RENT,1.0,VENTURE,A,10000,7.51,0.42,N,1,3.1542
60000,MORTGAGE,12.0,MEDICAL,A,14000,7.88,0.23,N,0,1.8124
100580,MORTGAGE,1.0,VENTURE,D,15000,16.29,0.15,N,0,2.4435
65000,MORTGAGE,12.0,VENTURE,A,2200,9.38,0.03,N,0,0.28140000000000004
25000,RENT,1.0,EDUCATION,A,4000,6.76,0.16,N,0,1.0816
83000,RENT,3.0,DEBTCONSOLIDATION,B,20000,11.12,0.24,N,0,2.6687999999999996
90000,MORTGAGE,12.0,HOMEIMPROVEMENT,D,20000,16.7,0.22,Y,0,3.674
78000,RENT,2.0,EDUCATION,B,14000,10.99,0.18,N,0,1.9782
25000,RENT,3.0,MEDICAL,C,8500,13.16,0.34,N,1,4.4744
69996,OTHER,7.0,VENTURE,B,8400,11.58,0.13,N,0,1.5054
86400,MORTGAGE,0.0,EDUCATION,B,15000,11.36,0.17,N,0,1.9312
44172,RENT,7.0,VENTURE,B,15000,11.12,0.34,N,1,3.7808
108000,MORTGAGE,11.0,EDUCATION,B,3000,11.36,0.03,N,0,0.3408
45000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,6000,6.91,0.13,N,0,0.8983000000000001
59000,RENT,6.0,DEBTCONSOLIDATION,C,8000,14.27,0.14,Y,1,1.9978
36000,RENT,0.0,HOMEIMPROVEMENT,B,5000,10.99,0.14,N,1,1.5386000000000002
58800,MORTGAGE,7.0,EDUCATION,E,6000,16.35,0.1,N,0,1.6350000000000002
65000,MORTGAGE,1.0,EDUCATION,A,16000,7.51,0.25,N,0,1.8775
64600,MORTGAGE,3.0,MEDICAL,B,4000,11.99,0.07,N,0,0.8393
90000,RENT,0.0,VENTURE,B,5600,11.99,0.06,N,0,0.7194
62400,MORTGAGE,3.0,MEDICAL,D,14000,15.05,0.23,N,1,3.4615000000000005
44000,RENT,9.0,PERSONAL,B,1500,11.49,0.03,N,1,0.3447
33000,RENT,4.0,EDUCATION,C,3000,12.68,0.09,N,0,1.1412
100000,RENT,4.0,EDUCATION,B,6000,10.99,0.06,N,0,0.6594
138000,MORTGAGE,1.0,EDUCATION,D,5000,14.91,0.04,N,0,0.5964
33996,RENT,19.0,PERSONAL,D,14000,14.96,0.44,N,1,6.582400000000001
69996,RENT,5.0,VENTURE,B,10000,11.14,0.14,N,0,1.5596000000000003
120000,MORTGAGE,2.0,VENTURE,B,9800,12.21,0.08,N,0,0.9768000000000001
67983,MORTGAGE,2.0,MEDICAL,D,15000,16.49,0.19,Y,1,3.1330999999999998
35000,RENT,1.0,MEDICAL,B,5000,10.65,0.14,N,0,1.491
72000,MORTGAGE,6.0,EDUCATION,A,7000,7.74,0.1,N,0,0.774
45000,MORTGAGE,0.0,MEDICAL,B,5000,9.88,0.11,N,0,1.0868
44000,MORTGAGE,8.0,EDUCATION,A,15350,7.14,0.34,N,0,2.4276
54000,RENT,15.0,PERSONAL,B,10000,11.71,0.19,N,1,2.2249000000000003
55560,RENT,6.0,HOMEIMPROVEMENT,C,6000,13.61,0.11,Y,0,1.4970999999999999
30000,RENT,3.0,EDUCATION,A,11000,5.79,0.37,N,1,2.1423
44000,RENT,2.0,EDUCATION,C,13000,13.47,0.3,Y,1,4.041
97908,RENT,0.0,EDUCATION,B,20000,12.53,0.21,N,1,2.6313
37000,RENT,0.0,EDUCATION,C,4400,10.28,0.12,Y,0,1.2335999999999998
55000,RENT,0.0,VENTURE,B,20000,11.48,0.36,N,0,4.1328
24996,RENT,6.0,PERSONAL,C,6000,14.26,0.24,Y,0,3.4223999999999997
40000,RENT,2.0,DEBTCONSOLIDATION,C,5500,14.35,0.14,N,0,2.0090000000000003
64800,RENT,8.0,DEBTCONSOLIDATION,A,15000,8.94,0.23,N,0,2.0562
60000,MORTGAGE,12.0,MEDICAL,B,2500,11.89,0.04,N,0,0.4756
45000,RENT,6.0,EDUCATION,C,5000,13.48,0.11,N,0,1.4828000000000001
50000,MORTGAGE,8.0,PERSONAL,C,5000,13.99,0.1,Y,0,1.399
51996,MORTGAGE,2.0,MEDICAL,A,14000,8.49,0.27,N,0,2.2923
30900,RENT,1.0,HOMEIMPROVEMENT,C,6000,12.61,0.19,Y,1,2.3959
50000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,10.25,0.31,N,0,3.1774999999999998
85000,MORTGAGE,0.0,VENTURE,B,12000,11.14,0.14,N,0,1.5596000000000003
80000,MORTGAGE,11.0,PERSONAL,A,3000,7.49,0.04,N,0,0.29960000000000003
90000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,20000,11.89,0.22,N,0,2.6158
60000,RENT,0.0,PERSONAL,A,12000,8.9,0.2,N,0,1.7800000000000002
30000,RENT,4.0,PERSONAL,B,6000,11.86,0.2,N,0,2.372
86004,RENT,1.0,PERSONAL,A,15000,6.91,0.17,N,1,1.1747
90000,MORTGAGE,2.0,PERSONAL,B,10000,11.99,0.11,N,0,1.3189
59000,MORTGAGE,2.0,VENTURE,B,20000,11.89,0.34,N,0,4.0426
50000,OWN,7.0,EDUCATION,A,7000,5.99,0.14,N,0,0.8386000000000001
60000,MORTGAGE,3.0,PERSONAL,A,5000,7.14,0.08,N,0,0.5712
45600,MORTGAGE,0.0,PERSONAL,A,5375,9.63,0.12,N,0,1.1556
78000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,14000,7.66,0.19,N,0,1.4554
75000,RENT,7.0,DEBTCONSOLIDATION,B,20000,11.83,0.27,N,0,3.1941
49000,RENT,2.0,PERSONAL,A,3200,8.59,0.07,N,0,0.6013000000000001
48000,RENT,3.0,EDUCATION,A,14000,7.88,0.29,N,0,2.2851999999999997
34000,RENT,3.0,MEDICAL,B,6000,11.99,0.18,N,1,2.1582
80000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,20000,11.12,0.25,N,0,2.78
60000,RENT,5.0,DEBTCONSOLIDATION,B,12000,9.99,0.2,N,0,1.9980000000000002
84000,RENT,2.0,EDUCATION,A,14000,7.88,0.17,N,0,1.3396000000000001
50000,MORTGAGE,2.0,MEDICAL,B,8000,10.59,0.16,N,0,1.6944
36000,MORTGAGE,6.0,EDUCATION,B,10000,9.91,0.28,N,0,2.7748000000000004
36000,OWN,5.0,VENTURE,A,4800,7.88,0.13,N,0,1.0244
66300,MORTGAGE,8.0,MEDICAL,D,7000,14.96,0.09,N,1,1.3464
60000,MORTGAGE,10.0,EDUCATION,A,14400,7.88,0.25,N,0,1.97
60000,OWN,2.0,EDUCATION,B,3000,12.18,0.05,N,0,0.609
33996,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.59,0.15,N,1,2.1885
36000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8000,7.14,0.22,N,0,1.5708
58800,RENT,1.0,MEDICAL,A,3000,7.88,0.05,N,0,0.394
54000,RENT,4.0,HOMEIMPROVEMENT,C,2000,13.49,0.04,Y,1,0.5396
36000,RENT,1.0,HOMEIMPROVEMENT,B,5000,10.99,0.14,N,1,1.5386000000000002
24000,RENT,0.0,MEDICAL,A,5000,6.91,0.21,N,0,1.4511
66500,MORTGAGE,4.0,DEBTCONSOLIDATION,B,10000,10.95,0.15,N,0,1.6424999999999998
38500,RENT,2.0,MEDICAL,A,6350,7.51,0.17,N,0,1.2767
70000,RENT,9.0,VENTURE,A,12000,5.79,0.17,N,0,0.9843000000000001
80000,RENT,4.0,DEBTCONSOLIDATION,B,2000,11.49,0.03,N,0,0.3447
75000,MORTGAGE,6.0,MEDICAL,B,5800,11.99,0.08,N,0,0.9592
101000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000,7.51,0.05,N,0,0.3755
90000,MORTGAGE,2.0,MEDICAL,A,6000,5.99,0.07,N,0,0.41930000000000006
60000,RENT,4.0,DEBTCONSOLIDATION,B,8000,11.48,0.13,N,0,1.4924000000000002
65000,RENT,5.0,DEBTCONSOLIDATION,B,8000,11.99,0.12,N,0,1.4388
80000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,9000,6.03,0.11,N,0,0.6633
90000,RENT,2.0,DEBTCONSOLIDATION,B,12000,11.36,0.13,N,0,1.4768
51000,MORTGAGE,6.0,MEDICAL,A,16000,6.91,0.31,N,0,2.1421
45000,RENT,4.0,PERSONAL,B,5000,12.69,0.11,N,0,1.3959
30000,RENT,1.0,VENTURE,B,6000,10.99,0.2,N,0,2.198
34000,RENT,3.0,MEDICAL,A,11500,7.88,0.34,N,1,2.6792000000000002
50000,RENT,4.0,VENTURE,A,6000,6.62,0.12,N,0,0.7944
54996,MORTGAGE,1.0,EDUCATION,B,7200,9.62,0.13,N,0,1.2506
56000,MORTGAGE,5.0,PERSONAL,B,10000,9.91,0.18,N,0,1.7838
120000,RENT,8.0,MEDICAL,A,18000,8.9,0.15,N,0,1.335
31000,MORTGAGE,9.0,EDUCATION,A,7000,8.9,0.23,N,0,2.047
77000,MORTGAGE,6.0,VENTURE,D,15000,16.02,0.19,Y,0,3.0438
63000,MORTGAGE,12.0,MEDICAL,C,18000,13.99,0.29,N,0,4.0571
120000,MORTGAGE,9.0,PERSONAL,C,4750,14.65,0.04,Y,0,0.5860000000000001
75000,OWN,12.0,EDUCATION,B,9000,11.83,0.12,N,0,1.4196
59000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,18000,9.99,0.31,N,0,3.0969
53000,OWN,11.0,MEDICAL,A,15000,7.9,0.28,N,0,2.212
175000,RENT,3.0,PERSONAL,C,25000,12.53,0.11,N,0,1.3782999999999999
69000,MORTGAGE,1.0,VENTURE,A,1000,7.4,0.01,N,0,0.07400000000000001
107280,RENT,4.0,EDUCATION,E,25000,16.45,0.23,Y,0,3.7835
35000,MORTGAGE,6.0,MEDICAL,B,12400,11.99,0.34,N,0,4.0766
52000,RENT,1.0,MEDICAL,B,4000,12.42,0.08,N,0,0.9936
156600,MORTGAGE,8.0,PERSONAL,C,3500,13.06,0.02,Y,0,0.2612
50000,RENT,0.0,DEBTCONSOLIDATION,B,12000,12.53,0.24,N,0,3.0071999999999997
37000,RENT,0.0,DEBTCONSOLIDATION,F,15000,19.79,0.41,Y,1,8.1139
83886,RENT,5.0,PERSONAL,C,8400,13.04,0.1,N,0,1.304
87000,MORTGAGE,8.0,VENTURE,B,8000,11.49,0.09,N,0,1.0341
140000,OWN,13.0,MEDICAL,B,24100,11.83,0.17,N,0,2.0111000000000003
49700,RENT,2.0,EDUCATION,C,12000,12.53,0.24,N,1,3.0071999999999997
100000,MORTGAGE,7.0,MEDICAL,A,6000,6.76,0.06,N,0,0.40559999999999996
85000,RENT,1.0,EDUCATION,A,10000,7.29,0.12,N,0,0.8748
140000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,7400,6.03,0.05,N,0,0.30150000000000005
48000,RENT,3.0,EDUCATION,B,16000,11.89,0.31,N,1,3.6859
71046,MORTGAGE,6.0,EDUCATION,C,17000,12.73,0.24,Y,0,3.0552
52000,MORTGAGE,1.0,PERSONAL,A,5000,8.59,0.1,N,0,0.859
56004,RENT,4.0,HOMEIMPROVEMENT,D,8000,12.92,0.15,N,1,1.938
75000,MORTGAGE,2.0,EDUCATION,A,8400,7.05,0.11,N,0,0.7755
28800,RENT,0.0,HOMEIMPROVEMENT,B,14800,9.88,0.49,N,1,4.841200000000001
75000,RENT,0.0,PERSONAL,B,1000,9.45,0.01,N,0,0.0945
65000,RENT,7.0,DEBTCONSOLIDATION,B,16000,10.99,0.25,N,0,2.7475
124896,MORTGAGE,10.0,MEDICAL,A,1000,5.42,0.01,N,0,0.0542
36000,RENT,2.0,EDUCATION,A,7000,7.9,0.19,N,0,1.5010000000000001
54000,MORTGAGE,0.0,PERSONAL,C,10000,12.99,0.19,Y,0,2.4681
40000,RENT,2.0,VENTURE,C,6000,13.23,0.15,Y,0,1.9845
24000,OWN,15.0,EDUCATION,A,6000,5.42,0.25,N,0,1.355
47000,RENT,6.0,VENTURE,A,6800,5.42,0.15,N,0,0.813
60000,MORTGAGE,4.0,EDUCATION,B,5000,10.37,0.08,N,0,0.8296
80000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,16000,11.12,0.19,N,0,2.1128
56000,RENT,14.0,DEBTCONSOLIDATION,A,9000,7.14,0.17,N,0,1.2138
60000,RENT,1.0,DEBTCONSOLIDATION,B,7800,10.65,0.13,N,0,1.3845
