person_income_boxcox,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,loan_status
-1.098398090943202,RENT,5.0,EDUCATION,B,7000,11.48,0.2,N,0
-0.7973591924575428,RENT,9.0,VENTURE,A,12000,6.54,0.3,N,0
-1.4470066056143203,RENT,6.0,PERSONAL,C,3000,12.99,0.1,Y,0
-0.6346795563963202,RENT,3.0,MEDICAL,A,2500,5.79,0.06,N,0
0.28988062843598217,MORTGAGE,10.0,VENTURE,D,10000,16.0,0.15,N,0
1.5144126146977148,MORTGAGE,2.0,EDUCATION,D,20000,14.54,0.18,N,1
-0.687581589230661,RENT,4.0,MEDICAL,C,7000,15.96,0.17,Y,0
-1.6360580620137792,RENT,1.0,DEBTCONSOLIDATION,A,4000,5.99,0.14,N,0
-0.7973591924575428,RENT,1.0,MEDICAL,C,9600,14.65,0.24,Y,0
0.28988062843598217,MORTGAGE,3.0,VENTURE,A,10000,6.62,0.15,N,0
1.6466215434243812,RENT,0.0,VENTURE,A,5000,7.14,0.04,N,0
-0.687581589230661,RENT,1.0,MEDICAL,A,3000,6.03,0.07,N,0
-0.12395988270649203,RENT,1.0,EDUCATION,G,5000,20.16,0.09,N,1
-1.5238305371766843,MORTGAGE,4.0,HOMEIMPROVEMENT,B,3000,11.99,0.11,N,1
-0.3187527162430806,MORTGAGE,9.0,MEDICAL,A,9000,7.49,0.18,N,0
-1.272815318083478,RENT,0.0,MEDICAL,B,2250,10.99,0.07,N,0
-0.3415048131342951,MORTGAGE,6.0,PERSONAL,A,4000,5.79,0.08,N,0
0.3238853021163068,MORTGAGE,3.0,PERSONAL,A,3000,7.51,0.05,N,0
-1.6859478207348826,OWN,4.0,MEDICAL,B,6000,10.0,0.22,N,0
1.2005366056023954,MORTGAGE,9.0,PERSONAL,A,10000,6.54,0.1,N,0
-0.43494836330594416,RENT,4.0,PERSONAL,B,7000,10.75,0.15,N,0
-1.4470066056143203,RENT,0.0,VENTURE,C,6000,13.49,0.2,N,0
-1.8427086334754939,RENT,0.0,MEDICAL,C,1500,14.27,0.06,Y,0
0.885636581942945,MORTGAGE,4.0,PERSONAL,B,8000,12.69,0.09,N,0
1.012252533807519,RENT,0.0,EDUCATION,B,8000,12.53,0.09,N,0
-0.687581589230661,MORTGAGE,3.0,DEBTCONSOLIDATION,A,8500,7.49,0.2,N,0
-0.7973591924575428,RENT,3.0,DEBTCONSOLIDATION,C,10000,13.61,0.25,N,0
-0.1657751002820236,RENT,3.0,HOMEIMPROVEMENT,C,4200,13.06,0.08,N,0
-1.4470066056143203,RENT,1.0,DEBTCONSOLIDATION,C,12000,13.48,0.4,N,1
0.6081629468826527,MORTGAGE,5.0,HOMEIMPROVEMENT,A,9600,7.66,0.12,N,0
-0.7973591924575428,RENT,3.0,EDUCATION,A,8000,6.03,0.2,N,0
-0.687581589230661,RENT,4.0,DEBTCONSOLIDATION,C,3500,14.65,0.08,Y,0
-0.20857646162513407,RENT,4.0,EDUCATION,C,5000,13.47,0.1,Y,0
-0.20840426828818714,RENT,2.0,VENTURE,D,25000,12.99,0.48,N,1
-1.098398090943202,MORTGAGE,10.0,DEBTCONSOLIDATION,A,10000,6.62,0.29,N,0
-0.7973591924575428,OWN,6.0,PERSONAL,D,4000,15.65,0.1,Y,0
-0.2962342156178043,RENT,4.0,PERSONAL,B,6000,11.12,0.12,N,0
-1.603410035831699,RENT,2.0,MEDICAL,A,7000,9.32,0.25,N,0
-0.9128940022073757,MORTGAGE,7.0,HOMEIMPROVEMENT,C,7500,13.99,0.2,N,0
0.5481218163222346,MORTGAGE,2.0,VENTURE,A,9500,7.51,0.13,N,0
-0.8892976504061049,RENT,3.0,DEBTCONSOLIDATION,C,2500,13.8,0.06,Y,0
-0.3165808795395885,RENT,3.0,PERSONAL,A,5000,7.14,0.1,N,0
-0.687581589230661,RENT,4.0,HOMEIMPROVEMENT,C,10000,14.65,0.24,N,0
0.28988062843598217,RENT,1.0,EDUCATION,C,5000,13.47,0.08,N,0
-0.10064168155311039,MORTGAGE,6.0,MEDICAL,C,2000,13.16,0.04,N,0
2.179272796078295,MORTGAGE,1.0,MEDICAL,B,7500,11.71,0.05,N,0
2.1359610663932456,MORTGAGE,11.0,HOMEIMPROVEMENT,A,8000,6.03,0.05,N,0
2.1356839473907465,MORTGAGE,7.0,VENTURE,C,25000,12.98,0.17,N,0
2.4726248369861006,MORTGAGE,6.0,EDUCATION,D,1500,15.62,0.0,Y,0
0.8857408067182888,RENT,1.0,VENTURE,A,24000,6.54,0.28,N,0
0.6952248192028243,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,9.63,0.13,N,1
-1.5395198114898025,RENT,2.0,PERSONAL,A,4000,6.99,0.14,N,0
0.7513858436296598,RENT,4.0,DEBTCONSOLIDATION,C,16000,13.49,0.2,N,0
-2.610584028210599,OWN,5.0,HOMEIMPROVEMENT,A,4000,7.88,0.22,N,0
0.5174679648865276,RENT,3.0,VENTURE,A,15000,6.62,0.21,N,0
1.2450424051449376,MORTGAGE,11.0,PERSONAL,B,15000,9.91,0.15,N,0
-0.687581589230661,RENT,2.0,MEDICAL,B,10000,9.99,0.24,N,0
0.45483341783368075,MORTGAGE,8.0,EDUCATION,A,3500,5.42,0.05,N,0
-0.6348886509565925,RENT,0.0,EDUCATION,B,8000,10.71,0.19,N,0
0.22023791549844826,RENT,6.0,HOMEIMPROVEMENT,B,14000,10.59,0.23,N,0
1.1549108751705055,RENT,0.0,MEDICAL,B,1800,12.42,0.02,N,0
1.1777985862883351,MORTGAGE,14.0,HOMEIMPROVEMENT,A,8000,6.03,0.08,N,0
-0.687581589230661,MORTGAGE,5.0,MEDICAL,B,10000,9.63,0.24,N,0
1.455169235076122,MORTGAGE,7.0,MEDICAL,B,5000,11.49,0.05,N,0
-0.687581589230661,RENT,8.0,DEBTCONSOLIDATION,A,8500,6.92,0.2,N,0
-0.2962342156178043,RENT,7.0,HOMEIMPROVEMENT,B,5500,12.42,0.11,N,0
0.08872753862457161,RENT,2.0,DEBTCONSOLIDATION,C,2400,13.49,0.04,Y,0
-0.9730132372177192,RENT,2.0,DEBTCONSOLIDATION,C,12800,12.73,0.35,N,1
-0.5325459107858193,OWN,5.0,VENTURE,B,6325,10.99,0.14,N,0
-0.7973591924575428,RENT,1.0,MEDICAL,A,6000,8.63,0.15,N,0
-0.08292842573940847,RENT,5.0,EDUCATION,A,15000,8.49,0.27,N,1
-1.4470066056143203,MORTGAGE,0.0,DEBTCONSOLIDATION,C,10000,13.49,0.33,N,1
-1.8427086334754939,RENT,3.0,EDUCATION,C,4000,14.26,0.16,N,0
0.1114203200616098,MORTGAGE,8.0,HOMEIMPROVEMENT,B,21000,11.71,0.35,N,0
-0.5830198073059402,RENT,0.0,DEBTCONSOLIDATION,B,5500,10.99,0.13,N,1
1.4147492821772032,MORTGAGE,4.0,PERSONAL,A,8000,8.9,0.07,N,0
0.5174679648865276,MORTGAGE,10.0,DEBTCONSOLIDATION,D,15000,14.96,0.21,Y,1
-0.8428491533379443,RENT,1.0,PERSONAL,B,2200,10.0,0.06,N,0
-0.2962342156178043,MORTGAGE,0.0,PERSONAL,A,20000,6.91,0.4,N,0
-0.2962342156178043,MORTGAGE,6.0,MEDICAL,A,10800,7.88,0.21,N,0
1.5144126146977148,MORTGAGE,3.0,EDUCATION,B,25000,12.53,0.22,N,0
-0.8543698639632722,MORTGAGE,7.0,DEBTCONSOLIDATION,D,4000,15.62,0.1,Y,1
-0.08309102867250912,MORTGAGE,7.0,HOMEIMPROVEMENT,B,5000,11.86,0.09,N,0
1.2450424051449376,RENT,1.0,VENTURE,C,20000,11.41,0.2,N,0
0.1114203200616098,MORTGAGE,6.0,PERSONAL,B,10000,10.99,0.17,N,0
0.45483341783368075,MORTGAGE,0.0,MEDICAL,A,10200,5.42,0.15,N,0
-0.8543698639632722,MORTGAGE,4.0,EDUCATION,A,6400,5.99,0.16,N,0
1.5530221358569678,MORTGAGE,8.0,DEBTCONSOLIDATION,B,4000,11.99,0.03,N,0
-0.08309102867250912,RENT,7.0,MEDICAL,C,19400,12.53,0.35,N,1
0.7513858436296598,RENT,3.0,HOMEIMPROVEMENT,B,35000,10.62,0.44,N,1
-0.2962342156178043,RENT,5.0,EDUCATION,B,17000,11.71,0.34,N,0
-0.9128940022073757,RENT,0.0,MEDICAL,A,10000,7.88,0.26,N,0
2.1359610663932456,MORTGAGE,5.0,DEBTCONSOLIDATION,B,30000,10.37,0.2,N,0
-0.5325459107858193,RENT,2.0,PERSONAL,D,8000,14.84,0.18,N,1
-0.2962342156178043,MORTGAGE,12.0,EDUCATION,A,15000,8.9,0.3,N,0
0.6081629468826527,RENT,3.0,VENTURE,B,10000,10.0,0.13,N,0
-1.4470066056143203,RENT,2.0,PERSONAL,B,8000,12.53,0.27,N,1
0.45483341783368075,RENT,3.0,PERSONAL,C,12000,12.53,0.17,Y,0
1.4147492821772032,MORTGAGE,4.0,PERSONAL,D,25000,14.61,0.23,Y,1
-0.08292842573940847,RENT,3.0,VENTURE,B,5000,10.38,0.09,N,0
0.19890405969141195,RENT,3.0,VENTURE,C,5000,12.87,0.08,N,0
0.8857408067182888,MORTGAGE,1.0,VENTURE,B,8000,11.14,0.09,N,0
0.6081629468826527,RENT,8.0,EDUCATION,B,3000,11.83,0.04,N,0
0.6952248192028243,RENT,0.0,MEDICAL,A,24000,7.9,0.3,N,0
-0.08292842573940847,RENT,7.0,PERSONAL,B,10000,10.99,0.18,N,0
-0.687581589230661,RENT,3.0,DEBTCONSOLIDATION,B,14000,9.91,0.35,N,1
1.2450424051449376,MORTGAGE,2.0,VENTURE,B,6000,10.74,0.06,N,0
-0.8892976504061049,MORTGAGE,6.0,PERSONAL,A,5000,7.51,0.13,N,0
-1.5238305371766843,RENT,4.0,EDUCATION,B,10000,9.91,0.34,N,1
1.8224222044782823,MORTGAGE,17.0,HOMEIMPROVEMENT,B,25000,10.75,0.19,N,0
-0.3877293245500711,RENT,2.0,DEBTCONSOLIDATION,C,14300,13.49,0.31,Y,1
-0.5830198073059402,RENT,3.0,DEBTCONSOLIDATION,A,7500,8.49,0.17,N,0
-0.5325459107858193,MORTGAGE,7.0,VENTURE,A,5000,5.42,0.11,N,0
0.1114203200616098,MORTGAGE,5.0,EDUCATION,A,7000,7.88,0.12,N,0
-0.687581589230661,RENT,6.0,MEDICAL,B,5000,11.49,0.12,N,0
0.2553372181724654,RENT,8.0,PERSONAL,D,12000,14.46,0.19,N,0
-1.953707769127263,RENT,1.0,PERSONAL,D,4750,15.99,0.2,Y,1
0.1114203200616098,RENT,2.0,MEDICAL,A,12000,8.59,0.2,N,0
0.8330999933797151,RENT,3.0,DEBTCONSOLIDATION,D,19600,15.28,0.22,Y,1
1.012252533807519,MORTGAGE,5.0,EDUCATION,B,15000,10.62,0.17,N,0
1.3526624757502226,MORTGAGE,8.0,HOMEIMPROVEMENT,B,30000,11.11,0.29,N,0
0.06632816998715756,RENT,3.0,DEBTCONSOLIDATION,B,3000,9.99,0.05,N,0
-1.098398090943202,MORTGAGE,1.0,DEBTCONSOLIDATION,A,13475,7.88,0.39,N,0
1.3526624757502226,MORTGAGE,7.0,EDUCATION,C,7200,15.23,0.07,N,0
-0.10745488274618156,MORTGAGE,11.0,MEDICAL,D,11000,15.33,0.17,Y,1
0.4228270451350863,RENT,5.0,HOMEIMPROVEMENT,D,10000,16.89,0.14,N,0
-0.5325459107858193,MORTGAGE,12.0,VENTURE,C,10000,13.85,0.22,N,0
-0.43494836330594416,MORTGAGE,0.0,EDUCATION,A,13000,8.49,0.28,N,0
-0.4445152716417817,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,7.88,0.26,N,0
1.9849166531484492,MORTGAGE,6.0,DEBTCONSOLIDATION,A,30000,6.91,0.23,N,0
1.012252533807519,RENT,5.0,HOMEIMPROVEMENT,B,11000,11.49,0.13,N,0
0.6952248192028243,RENT,0.0,MEDICAL,B,13000,11.71,0.17,N,0
0.28988062843598217,MORTGAGE,1.0,VENTURE,A,15000,7.9,0.23,N,0
1.455169235076122,RENT,8.0,EDUCATION,A,12000,7.88,0.11,N,0
-1.7369833573290856,RENT,6.0,PERSONAL,B,7500,12.69,0.28,N,0
1.6466215434243812,RENT,8.0,DEBTCONSOLIDATION,C,3600,14.22,0.03,N,0
0.28988062843598217,MORTGAGE,8.0,VENTURE,A,8000,7.49,0.12,N,0
-0.042652183083643255,RENT,2.0,HOMEIMPROVEMENT,D,16120,15.65,0.29,Y,1
0.45483341783368075,MORTGAGE,2.0,DEBTCONSOLIDATION,A,4500,6.62,0.06,N,0
1.2887362384569854,MORTGAGE,11.0,DEBTCONSOLIDATION,C,25000,14.22,0.25,Y,1
-1.5235178804253993,RENT,6.0,EDUCATION,A,10000,7.51,0.34,N,1
1.2450424051449376,RENT,3.0,VENTURE,B,5000,9.99,0.05,N,0
-0.5325459107858193,RENT,3.0,PERSONAL,B,10000,9.91,0.22,N,0
1.012252533807519,MORTGAGE,15.0,HOMEIMPROVEMENT,A,21000,6.03,0.23,N,0
0.5783496236044757,MORTGAGE,13.0,HOMEIMPROVEMENT,A,8500,8.9,0.11,N,0
-1.300912422218326,RENT,0.0,MEDICAL,A,12000,6.91,0.38,N,1
1.455169235076122,RENT,13.0,VENTURE,A,9000,7.51,0.08,N,0
-0.7973591924575428,OWN,5.0,HOMEIMPROVEMENT,B,20000,12.18,0.5,N,0
0.7513858436296598,MORTGAGE,2.0,PERSONAL,C,15000,13.16,0.19,N,0
-0.5834283071783284,RENT,7.0,VENTURE,D,14000,13.24,0.32,N,1
0.19890405969141195,RENT,0.0,HOMEIMPROVEMENT,B,3500,10.99,0.06,N,0
-0.2962342156178043,RENT,0.0,EDUCATION,C,7000,14.65,0.14,N,0
-0.6346795563963202,RENT,1.0,MEDICAL,C,8000,13.49,0.19,N,0
-0.7973591924575428,MORTGAGE,6.0,EDUCATION,A,3675,6.17,0.09,N,0
1.060857921990053,MORTGAGE,11.0,HOMEIMPROVEMENT,C,6000,13.92,0.07,N,0
0.016404868822683823,RENT,5.0,VENTURE,B,6500,10.99,0.11,N,0
-0.7975843223377076,RENT,1.0,PERSONAL,B,12000,8.88,0.3,N,0
-0.12395988270649203,MORTGAGE,2.0,DEBTCONSOLIDATION,B,13000,11.83,0.24,N,0
-0.20857646162513407,MORTGAGE,6.0,PERSONAL,B,5000,10.74,0.1,N,0
-1.6758798485309425,RENT,0.0,MEDICAL,B,9250,12.53,0.34,N,1
-1.7716697457893738,RENT,2.0,PERSONAL,D,10000,14.11,0.38,Y,1
-0.058673816598770114,MORTGAGE,8.0,EDUCATION,B,5600,10.37,0.11,N,0
1.9849166531484492,MORTGAGE,18.0,HOMEIMPROVEMENT,A,7000,6.62,0.05,N,0
-0.17423482144345886,RENT,8.0,PERSONAL,A,3600,7.51,0.07,N,0
0.7513858436296598,MORTGAGE,12.0,MEDICAL,A,5000,7.14,0.06,N,0
1.012252533807519,RENT,0.0,PERSONAL,A,1000,7.75,0.01,N,0
-1.1638639539674345,RENT,1.0,EDUCATION,B,5100,11.89,0.15,N,0
-1.4470066056143203,RENT,4.0,MEDICAL,D,1200,15.21,0.04,N,1
-0.08292842573940847,RENT,3.0,VENTURE,A,4800,6.91,0.09,N,0
1.2195123369206302,RENT,6.0,EDUCATION,C,12500,12.61,0.13,Y,0
-0.7973591924575428,RENT,9.0,DEBTCONSOLIDATION,B,5000,12.42,0.13,N,0
-0.12395988270649203,MORTGAGE,5.0,VENTURE,A,10000,7.51,0.19,N,0
0.45483341783368075,RENT,6.0,VENTURE,B,19000,8.88,0.26,N,0
-0.1657751002820236,RENT,3.0,EDUCATION,C,13000,12.73,0.24,N,0
-1.4470066056143203,RENT,3.0,VENTURE,C,15000,14.22,0.5,Y,1
1.0073314284513808,RENT,4.0,HOMEIMPROVEMENT,B,2100,11.14,0.02,N,0
0.5783496236044757,MORTGAGE,12.0,VENTURE,A,15000,7.51,0.2,N,0
-1.034815960393006,RENT,5.0,MEDICAL,B,12000,9.91,0.33,N,1
0.6952248192028243,MORTGAGE,1.0,VENTURE,C,3200,13.92,0.04,N,0
0.5174679648865276,MORTGAGE,7.0,EDUCATION,C,6000,13.49,0.08,N,0
-1.4470066056143203,RENT,2.0,EDUCATION,E,10000,19.42,0.33,N,1
-0.3877293245500711,RENT,1.0,EDUCATION,B,5000,10.08,0.1,N,0
0.6665900932363157,MORTGAGE,2.0,MEDICAL,A,10000,8.0,0.13,N,0
0.5174679648865276,RENT,4.0,EDUCATION,B,10000,11.99,0.14,N,0
-1.272815318083478,MORTGAGE,6.0,PERSONAL,C,6300,12.29,0.2,N,0
-0.687581589230661,RENT,3.0,DEBTCONSOLIDATION,C,3000,11.78,0.07,N,0
-0.8892976504061049,RENT,5.0,EDUCATION,B,7000,11.49,0.18,N,0
-0.2962342156178043,RENT,6.0,PERSONAL,C,5000,13.49,0.1,Y,0
1.5530221358569678,MORTGAGE,8.0,EDUCATION,A,5000,7.9,0.04,N,0
-1.8608284519682006,RENT,1.0,PERSONAL,C,9250,13.16,0.37,N,1
-0.7973591924575428,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,5.42,0.15,N,0
0.18456473494881837,RENT,8.0,EDUCATION,C,7500,11.03,0.12,N,0
0.1114203200616098,MORTGAGE,5.0,PERSONAL,A,6000,6.99,0.1,N,0
0.22023791549844826,RENT,3.0,EDUCATION,C,10000,14.79,0.16,Y,0
0.6375728836848114,RENT,7.0,EDUCATION,B,6000,11.49,0.08,N,0
-1.4470066056143203,RENT,9.0,DEBTCONSOLIDATION,D,10000,15.33,0.33,N,1
-1.098398090943202,RENT,2.0,VENTURE,B,10000,10.59,0.29,N,0
-2.258096428992677,RENT,0.0,DEBTCONSOLIDATION,B,3000,11.83,0.14,N,0
-0.08292842573940847,RENT,1.0,EDUCATION,C,3500,12.99,0.06,Y,0
-0.20840426828818714,RENT,6.0,PERSONAL,B,4600,11.86,0.09,N,0
0.45483341783368075,RENT,1.0,VENTURE,B,10000,11.89,0.14,N,0
-0.7973591924575428,RENT,8.0,EDUCATION,A,3000,5.42,0.07,N,0
0.8857408067182888,MORTGAGE,6.0,EDUCATION,C,15000,13.47,0.18,N,0
1.6096687291085663,MORTGAGE,27.0,VENTURE,B,25000,11.58,0.21,N,1
0.1114203200616098,MORTGAGE,15.0,PERSONAL,B,6000,11.49,0.1,N,0
0.5174679648865276,MORTGAGE,6.0,VENTURE,A,6000,5.79,0.08,N,0
-0.5028087196953348,RENT,0.0,EDUCATION,C,15000,12.68,0.34,Y,1
-0.5325459107858193,RENT,4.0,EDUCATION,B,10000,9.91,0.22,N,0
0.3238853021163068,RENT,3.0,EDUCATION,B,25000,10.75,0.38,N,1
-1.4470066056143203,RENT,0.0,VENTURE,A,5000,7.74,0.17,N,0
1.2450424051449376,RENT,3.0,PERSONAL,A,10000,7.88,0.1,N,0
0.004720367940721404,MORTGAGE,4.0,PERSONAL,A,5500,6.03,0.1,N,0
1.2450424051449376,MORTGAGE,10.0,DEBTCONSOLIDATION,B,14500,11.14,0.14,N,0
0.45483341783368075,MORTGAGE,4.0,DEBTCONSOLIDATION,A,15000,7.29,0.21,N,0
0.6081629468826527,RENT,5.0,MEDICAL,B,10000,10.62,0.13,N,0
-0.5830198073059402,MORTGAGE,14.0,PERSONAL,D,16750,14.42,0.4,N,0
-1.034815960393006,RENT,9.0,MEDICAL,B,3000,12.42,0.08,N,0
1.8224222044782823,MORTGAGE,9.0,EDUCATION,A,10000,7.49,0.08,N,0
-2.0502318629903913,RENT,0.0,VENTURE,B,11500,11.14,0.48,N,1
1.1317782782451569,MORTGAGE,5.0,PERSONAL,A,8000,6.17,0.08,N,0
0.8595273984212968,MORTGAGE,2.0,EDUCATION,A,3000,7.14,0.04,N,0
-2.369534832051141,RENT,5.0,VENTURE,B,6000,9.25,0.3,N,0
-0.43494836330594416,MORTGAGE,11.0,MEDICAL,A,7500,6.62,0.16,N,0
0.7513858436296598,MORTGAGE,10.0,DEBTCONSOLIDATION,B,12000,12.42,0.15,N,0
0.1114203200616098,RENT,4.0,PERSONAL,A,12000,5.79,0.2,N,0
-0.7973591924575428,RENT,1.0,VENTURE,C,15000,12.84,0.38,Y,1
-0.687581589230661,RENT,7.0,MEDICAL,D,4800,15.65,0.11,N,1
-0.2962342156178043,MORTGAGE,8.0,DEBTCONSOLIDATION,A,9000,5.42,0.18,N,0
0.28988062843598217,RENT,0.0,VENTURE,B,4000,10.99,0.06,N,0
-0.7973591924575428,RENT,5.0,MEDICAL,A,10000,7.49,0.25,N,0
0.6081629468826527,RENT,11.0,MEDICAL,B,10000,12.69,0.13,N,0
0.6081629468826527,RENT,4.0,MEDICAL,B,6000,11.86,0.08,N,0
-1.8608284519682006,RENT,3.0,VENTURE,B,9450,11.71,0.38,N,1
1.6466215434243812,MORTGAGE,3.0,PERSONAL,B,25000,11.49,0.21,N,0
-0.5830198073059402,RENT,7.0,DEBTCONSOLIDATION,B,16200,11.99,0.38,N,1
0.1114203200616098,RENT,5.0,HOMEIMPROVEMENT,C,10000,13.11,0.17,N,0
0.9372353469564616,MORTGAGE,7.0,EDUCATION,D,12000,15.99,0.14,Y,0
-1.098398090943202,RENT,1.0,VENTURE,B,10000,12.69,0.29,N,0
-1.5912897196295062,RENT,0.0,MEDICAL,B,8000,10.99,0.3,N,0
-0.8543698639632722,RENT,2.0,HOMEIMPROVEMENT,B,10000,12.18,0.26,N,1
-0.2962342156178043,MORTGAGE,6.0,EDUCATION,C,5000,12.61,0.1,N,0
1.0366916545543696,RENT,1.0,PERSONAL,B,21000,9.99,0.24,N,0
0.18456473494881837,RENT,1.0,PERSONAL,B,8000,10.08,0.13,N,0
-0.11982195127511198,RENT,2.0,MEDICAL,B,4500,10.99,0.08,N,0
0.6952248192028243,MORTGAGE,27.0,PERSONAL,B,3000,9.91,0.04,N,0
-1.8608284519682006,RENT,3.0,MEDICAL,B,2500,9.62,0.1,N,0
-0.752789399204166,RENT,9.0,VENTURE,B,5000,11.49,0.12,N,0
-1.1906028802575506,RENT,0.0,PERSONAL,B,5000,11.86,0.15,N,0
0.28988062843598217,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4000,7.14,0.06,N,0
0.3238853021163068,MORTGAGE,7.0,HOMEIMPROVEMENT,D,20000,15.65,0.3,Y,1
0.7513858436296598,RENT,6.0,PERSONAL,A,18000,5.79,0.23,N,0
0.3903432121349361,MORTGAGE,2.0,HOMEIMPROVEMENT,C,4800,12.73,0.07,N,0
-0.7973591924575428,RENT,5.0,EDUCATION,B,6000,10.75,0.15,N,0
0.7513858436296598,RENT,4.0,HOMEIMPROVEMENT,C,5000,13.49,0.06,Y,0
0.1114203200616098,RENT,1.0,MEDICAL,A,2000,7.29,0.03,N,0
-0.4227632320051063,RENT,6.0,MEDICAL,A,4000,7.29,0.09,N,0
-1.953707769127263,RENT,4.0,PERSONAL,B,4000,10.37,0.17,N,0
1.3526624757502226,MORTGAGE,1.0,MEDICAL,B,15000,11.36,0.14,N,0
0.21669672617890026,MORTGAGE,0.0,MEDICAL,A,10000,7.51,0.14,N,0
0.1114203200616098,MORTGAGE,3.0,VENTURE,A,8000,7.51,0.13,N,0
-0.525073803123958,RENT,1.0,EDUCATION,B,17500,9.99,0.4,N,1
-1.372755605883259,MORTGAGE,2.0,VENTURE,A,4000,6.76,0.13,N,0
0.45483341783368075,MORTGAGE,9.0,PERSONAL,A,6000,5.42,0.09,N,0
1.8724750969752548,RENT,4.0,DEBTCONSOLIDATION,D,20000,15.65,0.15,N,1
0.18456473494881837,RENT,4.0,PERSONAL,B,12000,10.0,0.19,N,0
1.9849166531484492,MORTGAGE,8.0,EDUCATION,A,20000,5.42,0.14,N,0
0.45483341783368075,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,9.88,0.21,N,0
-0.7417864476299554,MORTGAGE,3.0,EDUCATION,B,3000,12.69,0.07,N,1
0.6081629468826527,MORTGAGE,3.0,PERSONAL,A,10000,5.42,0.13,N,0
-0.5325459107858193,RENT,9.0,VENTURE,B,10200,10.25,0.22,N,0
1.5530221358569678,MORTGAGE,1.0,EDUCATION,B,12000,11.83,0.1,N,0
-1.6859478207348826,RENT,3.0,PERSONAL,A,8500,9.63,0.32,N,1
-0.5325459107858193,OWN,6.0,PERSONAL,D,11250,15.33,0.25,Y,0
1.2361965592848676,RENT,1.0,MEDICAL,A,5000,7.51,0.05,N,0
-0.2962342156178043,RENT,5.0,PERSONAL,A,10000,7.51,0.2,N,0
0.22906582498727532,RENT,0.0,PERSONAL,A,12000,7.29,0.19,N,0
-0.5830198073059402,RENT,2.0,HOMEIMPROVEMENT,B,3000,11.49,0.07,N,1
-0.2962342156178043,RENT,0.0,EDUCATION,A,10000,7.29,0.2,N,0
-0.25187934846212845,MORTGAGE,16.0,MEDICAL,B,7200,10.65,0.14,N,0
-1.5238305371766843,MORTGAGE,5.0,MEDICAL,B,10000,10.99,0.34,N,0
-0.7973591924575428,RENT,0.0,DEBTCONSOLIDATION,B,12000,10.38,0.3,N,0
2.2770494694983223,MORTGAGE,2.0,EDUCATION,D,12000,15.65,0.07,N,0
-0.341687784743208,MORTGAGE,8.0,MEDICAL,A,5000,7.9,0.1,N,0
1.012252533807519,RENT,6.0,MEDICAL,B,1500,10.25,0.02,N,0
-1.034815960393006,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.49,0.33,N,1
-1.098398090943202,RENT,1.0,EDUCATION,A,7000,8.9,0.2,N,0
-0.5325459107858193,RENT,1.0,EDUCATION,B,15000,10.37,0.33,N,1
-0.08227813480316852,RENT,5.0,HOMEIMPROVEMENT,C,8500,13.22,0.16,N,0
0.7513858436296598,RENT,0.0,HOMEIMPROVEMENT,B,23000,9.62,0.29,N,0
-0.3346543711026874,RENT,5.0,PERSONAL,A,14000,7.9,0.28,N,0
1.9052069480997926,RENT,2.0,PERSONAL,D,10000,16.89,0.07,N,0
0.1114203200616098,MORTGAGE,8.0,VENTURE,B,4500,9.99,0.07,N,0
0.6081629468826527,OWN,1.0,PERSONAL,E,16000,15.95,0.21,N,0
-1.4470066056143203,OWN,0.0,EDUCATION,A,5000,7.74,0.17,N,0
0.1114203200616098,MORTGAGE,7.0,MEDICAL,A,5000,8.0,0.08,N,0
-0.2962342156178043,RENT,6.0,HOMEIMPROVEMENT,C,3000,13.61,0.06,N,0
0.35736761557288454,RENT,3.0,EDUCATION,B,25000,10.99,0.37,N,1
0.9372353469564616,MORTGAGE,11.0,PERSONAL,E,18000,17.93,0.21,N,0
0.1114203200616098,RENT,1.0,VENTURE,A,8600,7.91,0.14,N,0
-0.6346795563963202,MORTGAGE,1.0,EDUCATION,B,8000,11.49,0.19,N,0
-1.300912422218326,RENT,2.0,DEBTCONSOLIDATION,E,14125,16.45,0.44,N,1
2.4726248369861006,OWN,7.0,PERSONAL,A,35000,7.49,0.11,N,0
1.398428414026037,MORTGAGE,14.0,PERSONAL,B,6000,10.36,0.06,N,0
0.5783496236044757,MORTGAGE,3.0,PERSONAL,B,8800,10.0,0.12,N,0
-1.4470066056143203,RENT,4.0,MEDICAL,D,5000,16.49,0.17,Y,1
0.1114203200616098,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000,11.11,0.33,N,0
0.1114203200616098,MORTGAGE,13.0,PERSONAL,A,8000,8.59,0.13,N,0
-1.098398090943202,RENT,0.0,MEDICAL,B,5000,11.11,0.14,N,0
-0.5325459107858193,RENT,3.0,EDUCATION,A,6000,7.88,0.13,N,0
1.012252533807519,RENT,1.0,HOMEIMPROVEMENT,C,15000,12.87,0.17,N,0
-0.4445152716417817,RENT,1.0,MEDICAL,A,5000,6.76,0.11,N,0
