person_income,person_home_ownership,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,loan_status,intent_default_risk
60000,MORTGAGE,10.0,B,10000,12.21,0.17,1,3
50000,MORTGAGE,3.0,B,5500,12.69,0.11,0,3
69996,MORTGAGE,13.0,A,10000,7.51,0.14,0,3
90000,RENT,11.0,C,20000,13.22,0.22,0,10
80000,RENT,12.0,A,8000,5.99,0.1,0,3
70000,MORTGAGE,4.0,A,11500,7.51,0.16,0,6
30000,RENT,0.0,B,10000,11.48,0.33,1,1
30000,RENT,0.0,C,6000,13.11,0.2,0,6
40000,MORTGAGE,12.0,B,2500,10.74,0.06,0,4
60000,RENT,1.0,A,8800,6.54,0.15,0,2
115000,RENT,3.0,C,10000,12.87,0.09,0,11
30000,RENT,0.0,C,5000,13.92,0.17,0,5
28000,MORTGAGE,5.0,D,6000,15.62,0.21,1,12
43000,RENT,7.0,D,13350,15.65,0.31,1,9
31200,RENT,2.0,F,8000,20.62,0.27,1,6
60000,MORTGAGE,6.0,A,10000,7.49,0.17,0,5
62000,MORTGAGE,8.0,A,6000,7.88,0.09,0,3
84000,RENT,0.0,B,6000,11.83,0.07,0,2
37000,RENT,4.0,B,6000,10.36,0.16,0,5
72000,MORTGAGE,2.0,B,5000,11.99,0.07,0,2
100000,RENT,0.0,A,7000,8.59,0.07,0,5
30000,RENT,0.0,A,3500,5.42,0.11,0,5
24000,OWN,5.0,A,7000,8.0,0.29,0,1
31417,RENT,2.0,A,7000,6.62,0.22,0,3
120000,RENT,2.0,C,2500,13.79,0.02,0,10
85000,MORTGAGE,3.0,B,20000,9.62,0.24,0,3
100000,MORTGAGE,0.0,B,10000,9.45,0.1,0,3
50000,RENT,0.0,B,6000,10.36,0.12,0,5
66300,MORTGAGE,5.0,A,22000,6.91,0.32,1,5
42000,MORTGAGE,9.0,C,6000,12.99,0.14,0,2
65000,MORTGAGE,1.0,A,15000,7.49,0.23,0,2
50000,MORTGAGE,4.0,A,5600,8.59,0.11,0,2
50400,RENT,0.0,B,1000,11.89,0.02,0,2
46800,MORTGAGE,5.0,B,2800,11.99,0.06,0,5
48000,MORTGAGE,13.0,B,3500,10.59,0.07,0,5
55000,MORTGAGE,16.0,A,6000,6.03,0.11,0,5
25800,MORTGAGE,2.0,C,2000,13.85,0.08,0,4
32000,RENT,0.0,B,6000,11.14,0.19,0,6
40000,RENT,4.0,C,5000,13.98,0.13,0,7
60000,RENT,2.0,B,2400,9.91,0.04,0,5
75000,RENT,2.0,B,8000,9.91,0.11,0,2
66000,MORTGAGE,1.0,A,3600,8.0,0.05,0,4
85000,RENT,9.0,A,5000,7.9,0.06,0,2
44000,RENT,6.0,C,11650,13.49,0.27,0,2
50000,MORTGAGE,6.0,A,5000,6.99,0.1,0,6
38000,MORTGAGE,4.0,C,16700,13.49,0.43,0,5
60000,RENT,6.0,B,12000,9.91,0.2,0,3
44000,MORTGAGE,1.0,A,3000,9.63,0.07,0,5
47496,RENT,8.0,B,5000,12.69,0.11,0,1
60000,RENT,6.0,C,10000,13.49,0.17,0,1
50000,MORTGAGE,7.0,B,6000,10.36,0.12,0,3
30000,RENT,4.0,B,7000,9.91,0.23,1,2
38400,RENT,2.0,B,12000,10.99,0.31,1,5
24000,RENT,1.0,A,7000,8.9,0.29,1,2
32000,RENT,3.0,D,5000,15.21,0.16,1,5
72000,MORTGAGE,4.0,C,14000,14.65,0.19,0,10
37000,MORTGAGE,0.0,B,5000,11.86,0.13,0,3
50000,MORTGAGE,5.0,A,12000,7.88,0.24,0,3
80796,MORTGAGE,13.0,B,6000,11.89,0.07,0,3
110000,MORTGAGE,8.0,C,25000,13.48,0.23,0,1
27600,RENT,1.0,A,3200,7.49,0.13,1,4
75000,MORTGAGE,0.0,C,6000,13.49,0.08,0,4
80000,MORTGAGE,6.0,C,8000,15.27,0.1,0,1
105000,MORTGAGE,7.0,A,7200,7.49,0.07,0,5
65000,MORTGAGE,8.0,A,10000,5.79,0.15,0,5
75000,OWN,4.0,A,7500,7.14,0.11,0,2
26400,RENT,3.0,C,1500,14.22,0.06,0,6
100000,RENT,0.0,A,6000,7.51,0.06,0,5
90000,MORTGAGE,8.0,A,12000,7.51,0.13,0,6
54000,MORTGAGE,7.0,C,12000,13.23,0.22,0,6
120775,OWN,11.0,A,12000,8.94,0.1,0,2
29004,RENT,8.0,B,5000,10.0,0.17,1,5
43000,RENT,0.0,B,12000,11.71,0.28,0,5
45500,RENT,1.0,B,5000,10.37,0.11,0,1
110000,MORTGAGE,5.0,C,3000,14.27,0.03,0,1
78000,MORTGAGE,5.0,A,14000,6.03,0.18,0,2
90000,RENT,2.0,C,21000,14.26,0.23,0,1
40000,MORTGAGE,4.0,A,4000,7.14,0.1,0,5
30000,RENT,2.0,B,3000,11.12,0.1,0,1
130000,MORTGAGE,15.0,C,12000,13.16,0.09,0,10
77100,RENT,6.0,A,35000,8.49,0.45,1,6
99996,MORTGAGE,2.0,C,10000,12.99,0.1,0,3
25000,RENT,1.0,B,3500,10.38,0.14,0,6
90000,RENT,1.0,B,20000,12.18,0.22,0,1
175000,MORTGAGE,2.0,A,6000,6.54,0.03,0,2
75000,MORTGAGE,1.0,B,15000,12.21,0.2,0,6
55000,RENT,5.0,C,8000,13.49,0.15,0,2
99275,RENT,1.0,C,10000,14.65,0.1,0,9
78720,RENT,6.0,B,9000,11.11,0.12,0,1
30000,RENT,1.0,C,10000,13.22,0.33,1,5
40000,MORTGAGE,0.0,A,3600,7.29,0.09,0,6
60000,RENT,0.0,D,14000,14.91,0.23,1,12
30000,RENT,3.0,B,8050,12.69,0.27,1,5
59000,RENT,2.0,A,18000,8.9,0.31,1,2
106000,MORTGAGE,9.0,B,5000,9.88,0.05,0,4
106000,MORTGAGE,10.0,B,6000,12.69,0.06,0,4
30000,RENT,5.0,E,8000,19.29,0.27,1,4
100000,MORTGAGE,8.0,A,12000,7.14,0.12,0,2
75000,RENT,0.0,A,5000,8.0,0.07,0,2
29640,RENT,2.0,D,5000,14.96,0.17,1,11
80000,RENT,7.0,A,10000,7.49,0.13,0,1
150000,MORTGAGE,11.0,B,14000,9.91,0.09,0,2
63000,RENT,11.0,B,8000,11.49,0.13,0,4
56950,RENT,6.0,B,7550,10.75,0.11,1,5
48000,RENT,2.0,C,10000,13.72,0.21,0,2
31000,RENT,3.0,A,12000,7.29,0.39,1,6
40000,RENT,5.0,C,12000,12.87,0.3,0,7
36000,RENT,2.0,A,3000,5.79,0.08,0,3
25000,RENT,3.0,A,6200,7.88,0.25,0,6
39000,RENT,0.0,B,5000,11.36,0.13,1,5
61828,RENT,4.0,D,11000,18.39,0.18,0,3
96000,MORTGAGE,10.0,B,10000,9.99,0.1,0,4
48000,RENT,8.0,A,12000,7.88,0.25,0,1
60000,RENT,0.0,B,10000,10.25,0.17,0,3
64700,RENT,3.0,B,20000,12.53,0.31,1,5
70000,RENT,5.0,B,13000,11.99,0.18,0,3
65000,RENT,5.0,B,5000,11.99,0.08,0,1
45000,RENT,5.0,B,8000,10.65,0.18,0,1
61000,OWN,7.0,C,4000,13.49,0.07,0,12
110000,RENT,9.0,C,20000,11.22,0.18,0,1
125600,OWN,10.0,B,12500,11.36,0.1,0,3
47928,MORTGAGE,15.0,C,5400,13.98,0.13,0,12
71004,MORTGAGE,1.0,B,6000,9.25,0.09,0,3
100000,RENT,5.0,B,12000,10.99,0.12,0,3
120000,MORTGAGE,11.0,A,6000,7.51,0.05,0,4
34000,RENT,1.0,A,12000,7.51,0.35,1,6
54000,MORTGAGE,15.0,B,6000,11.49,0.11,1,3
54000,RENT,8.0,A,12000,7.88,0.22,0,3
55000,MORTGAGE,18.0,C,1500,13.43,0.03,0,1
90000,RENT,4.0,A,3000,6.03,0.03,0,6
50000,RENT,7.0,C,10000,13.57,0.2,0,8
100000,MORTGAGE,9.0,C,13000,13.06,0.13,0,3
78000,MORTGAGE,9.0,A,8000,7.14,0.1,0,2
42000,RENT,4.0,B,15250,11.26,0.36,1,3
35000,MORTGAGE,6.0,A,10000,5.99,0.29,0,6
95000,RENT,0.0,B,4000,12.69,0.04,0,3
85000,MORTGAGE,12.0,B,28000,10.65,0.32,0,5
75000,MORTGAGE,4.0,D,4000,14.54,0.05,0,8
45000,RENT,3.0,B,5700,10.39,0.12,0,2
45691,RENT,12.0,A,7000,7.9,0.16,0,1
42000,RENT,2.0,B,2000,11.26,0.05,0,5
60000,RENT,1.0,C,7200,12.73,0.12,0,12
65000,RENT,3.0,B,10000,10.25,0.15,0,6
56864,MORTGAGE,8.0,A,10700,7.88,0.18,0,4
75000,RENT,3.0,B,15000,11.48,0.2,0,3
56000,MORTGAGE,8.0,C,3000,12.73,0.05,0,9
45000,RENT,3.0,C,7000,13.43,0.16,0,2
36000,OWN,6.0,A,1000,5.42,0.03,0,1
150000,MORTGAGE,5.0,A,8300,7.51,0.05,0,3
36000,RENT,6.0,A,10000,5.99,0.28,0,2
68000,RENT,5.0,B,12000,12.42,0.18,0,3
88000,RENT,4.0,A,14400,7.88,0.16,0,3
19200,RENT,2.0,D,3000,15.33,0.16,1,3
60000,MORTGAGE,2.0,A,10000,7.51,0.17,0,3
50000,MORTGAGE,6.0,A,3000,6.99,0.06,0,5
175000,RENT,2.0,A,10000,7.51,0.01,0,3
120000,RENT,1.0,B,3000,12.69,0.03,0,2
85000,MORTGAGE,11.0,C,10000,13.49,0.12,0,10
50000,RENT,2.0,A,16000,7.51,0.34,1,5
40000,OWN,10.0,C,3000,12.53,0.07,0,4
45000,RENT,6.0,A,5000,7.9,0.11,0,3
50000,MORTGAGE,14.0,A,15000,5.99,0.3,0,4
55000,RENT,4.0,C,8000,13.85,0.15,0,11
30000,MORTGAGE,6.0,B,2000,10.99,0.07,0,2
30000,RENT,3.0,B,5000,10.99,0.17,0,5
27996,RENT,2.0,B,5500,12.69,0.2,0,1
175000,MORTGAGE,7.0,A,14000,6.03,0.08,0,6
42000,RENT,3.0,B,8000,11.49,0.19,1,6
102000,MORTGAGE,15.0,A,10000,8.9,0.1,0,4
25000,RENT,2.0,C,5600,14.22,0.22,0,5
60000,RENT,7.0,B,12000,10.65,0.2,0,6
57000,MORTGAGE,9.0,D,19925,15.57,0.35,1,6
80000,RENT,3.0,B,21000,10.59,0.26,0,1
40000,RENT,1.0,B,4000,11.49,0.1,0,5
62000,MORTGAGE,9.0,A,5000,6.92,0.08,0,3
90000,MORTGAGE,12.0,A,12000,7.49,0.13,0,2
175000,MORTGAGE,6.0,C,35000,14.27,0.19,0,9
75000,MORTGAGE,6.0,C,6000,12.87,0.08,1,10
95000,MORTGAGE,6.0,A,4275,5.42,0.04,0,2
85000,MORTGAGE,8.0,A,6500,8.59,0.08,0,1
85000,MORTGAGE,0.0,C,16000,13.49,0.19,0,9
40000,MORTGAGE,2.0,A,5000,6.99,0.13,0,1
39000,RENT,0.0,C,5000,14.22,0.13,1,5
110000,MORTGAGE,5.0,A,6000,8.94,0.06,0,5
40000,RENT,7.0,B,15000,11.71,0.38,1,2
40000,MORTGAGE,4.0,B,15000,12.42,0.38,0,2
38400,RENT,3.0,C,2400,13.16,0.06,0,8
115000,MORTGAGE,3.0,C,10000,14.27,0.09,0,3
80000,MORTGAGE,5.0,A,10000,7.51,0.13,0,1
51000,RENT,3.0,A,8400,8.94,0.16,0,2
20640,RENT,2.0,C,6250,12.61,0.3,0,9
61836,RENT,0.0,E,10000,17.93,0.16,1,12
50000,RENT,4.0,A,10000,7.88,0.2,0,6
84000,MORTGAGE,3.0,B,6000,9.88,0.07,0,4
50000,RENT,14.0,A,2000,7.29,0.04,1,1
36588,RENT,5.0,D,1000,14.61,0.03,1,12
30000,RENT,9.0,B,10000,12.42,0.33,1,5
51600,MORTGAGE,7.0,B,4000,9.91,0.08,0,1
70000,MORTGAGE,6.0,A,12000,6.99,0.17,0,5
56000,RENT,1.0,C,3600,13.49,0.06,0,1
27800,OWN,2.0,B,13250,11.71,0.51,0,3
42000,RENT,3.0,C,8000,12.84,0.19,0,6
26400,MORTGAGE,1.0,D,6000,15.62,0.23,0,2
45000,MORTGAGE,6.0,C,8000,12.87,0.18,0,7
64000,MORTGAGE,9.0,B,10200,11.49,0.16,0,1
37500,RENT,3.0,C,5000,11.03,0.13,0,9
90000,MORTGAGE,9.0,A,12000,6.92,0.13,0,4
72000,MORTGAGE,0.0,C,8000,13.92,0.11,0,12
60000,OWN,10.0,B,10000,12.69,0.17,0,1
115000,RENT,1.0,C,5000,12.98,0.04,0,11
42000,RENT,6.0,B,3000,11.11,0.07,0,1
24000,RENT,0.0,A,2000,7.51,0.08,0,5
68004,MORTGAGE,16.0,B,6000,11.86,0.09,0,3
15000,OWN,0.0,C,2500,13.16,0.15,0,7
34800,RENT,0.0,D,9600,17.27,0.28,1,7
35000,RENT,0.0,A,10000,6.54,0.29,0,3
40000,RENT,3.0,C,15000,12.61,0.38,1,7
78000,RENT,4.0,C,10000,14.27,0.13,0,8
75996,MORTGAGE,7.0,A,3600,7.29,0.05,0,6
51600,RENT,3.0,B,10800,10.36,0.21,0,3
105000,MORTGAGE,12.0,A,4000,5.42,0.04,0,5
54000,MORTGAGE,4.0,A,15000,8.49,0.28,0,4
78000,MORTGAGE,6.0,A,10000,7.51,0.13,0,4
70000,OWN,2.0,B,20000,12.42,0.29,0,1
48000,RENT,8.0,B,5000,10.74,0.1,0,5
60000,RENT,0.0,B,5600,11.26,0.09,0,6
50950,RENT,5.0,A,22000,7.9,0.44,1,4
50000,RENT,5.0,C,8000,12.87,0.16,0,12
50000,MORTGAGE,6.0,A,4000,7.14,0.08,0,1
43000,RENT,1.0,D,6000,14.91,0.14,1,10
56056,RENT,1.0,B,5600,10.37,0.1,0,5
60000,MORTGAGE,10.0,A,5000,5.42,0.08,0,3
62500,RENT,1.0,C,12000,13.16,0.19,0,1
30000,RENT,4.0,C,10000,13.49,0.33,1,12
71400,MORTGAGE,14.0,A,19000,6.91,0.24,0,6
60000,MORTGAGE,16.0,A,5000,7.51,0.08,0,2
48000,RENT,3.0,B,4000,11.36,0.08,0,3
24000,OWN,0.0,A,3000,7.49,0.13,0,1
57336,MORTGAGE,5.0,D,15000,16.89,0.28,0,4
76000,RENT,7.0,B,20000,11.14,0.26,0,4
36000,RENT,5.0,B,4000,11.14,0.11,0,6
120000,MORTGAGE,8.0,B,8000,11.86,0.07,0,1
65000,RENT,4.0,B,15000,10.99,0.23,0,5
114000,MORTGAGE,1.0,B,17325,12.42,0.15,0,2
67000,RENT,1.0,A,3250,6.76,0.05,0,3
65000,MORTGAGE,15.0,A,6000,7.66,0.09,0,3
90000,MORTGAGE,6.0,A,7500,7.14,0.08,0,3
80000,MORTGAGE,1.0,A,3000,6.39,0.04,0,1
70000,MORTGAGE,0.0,B,12000,11.11,0.17,0,4
88000,RENT,1.0,C,15000,13.47,0.17,0,2
27600,RENT,2.0,A,4000,7.29,0.14,0,6
47000,OWN,7.0,B,15000,11.49,0.32,0,2
66000,RENT,3.0,B,2500,10.75,0.04,0,5
52000,RENT,3.0,B,3500,11.86,0.07,0,1
48000,OWN,4.0,A,3000,7.49,0.06,0,2
40000,RENT,1.0,B,5000,12.53,0.13,0,2
100000,MORTGAGE,8.0,B,2000,9.99,0.02,0,1
63500,OWN,5.0,B,6000,11.48,0.1,0,2
60000,MORTGAGE,8.0,A,12800,6.92,0.21,0,3
150000,MORTGAGE,7.0,A,12000,6.54,0.08,0,5
74000,MORTGAGE,6.0,B,12000,12.53,0.16,1,3
60000,RENT,2.0,A,3600,7.66,0.06,0,2
50000,MORTGAGE,2.0,B,3000,11.86,0.06,0,5
80000,RENT,1.0,A,8000,9.63,0.1,0,1
40000,RENT,0.0,A,2000,7.51,0.05,0,1
65000,MORTGAGE,5.0,B,7000,11.49,0.11,0,3
65004,OWN,5.0,C,6000,12.87,0.09,0,1
39000,MORTGAGE,5.0,D,3000,14.96,0.08,1,9
34000,RENT,0.0,D,11000,14.61,0.32,1,11
48000,MORTGAGE,3.0,C,10000,13.49,0.21,0,3
48600,MORTGAGE,0.0,D,25000,14.96,0.5,1,6
80000,RENT,2.0,A,6000,7.9,0.07,0,4
42200,RENT,7.0,D,10000,16.49,0.24,1,5
51000,RENT,12.0,A,1925,6.17,0.04,0,1
84000,MORTGAGE,9.0,B,25000,11.26,0.3,0,1
58000,RENT,4.0,D,10000,15.7,0.17,0,8
45432,MORTGAGE,3.0,B,10000,9.88,0.22,0,3
31500,RENT,6.0,C,10000,13.48,0.32,1,1
60000,RENT,3.0,B,1500,10.65,0.03,0,3
78000,MORTGAGE,3.0,C,20000,15.96,0.26,0,9
50000,RENT,7.0,A,6000,7.49,0.12,0,4
68000,MORTGAGE,7.0,A,10000,5.79,0.15,0,3
72000,MORTGAGE,3.0,A,12000,7.29,0.17,0,2
140000,MORTGAGE,9.0,B,11000,9.63,0.08,0,2
120000,MORTGAGE,3.0,A,6000,6.92,0.05,0,1
89250,RENT,2.0,D,7500,15.05,0.09,1,11
36000,RENT,5.0,B,10000,10.37,0.28,0,2
60000,RENT,7.0,D,5000,14.61,0.08,0,1
36000,RENT,5.0,A,8000,7.51,0.22,0,2
80000,MORTGAGE,15.0,B,6000,12.69,0.07,0,3
25000,RENT,6.0,B,3000,11.71,0.12,0,3
85000,MORTGAGE,5.0,B,4000,9.25,0.05,0,1
109500,MORTGAGE,6.0,C,17500,13.92,0.16,0,2
61200,MORTGAGE,9.0,D,15000,15.58,0.24,0,9
69996,MORTGAGE,4.0,A,3250,6.39,0.05,0,1
32000,RENT,6.0,C,10000,13.98,0.31,1,8
65000,MORTGAGE,7.0,A,10000,7.49,0.15,0,5
60000,MORTGAGE,4.0,B,4000,10.74,0.07,0,4
36000,MORTGAGE,8.0,A,3600,5.79,0.1,0,3
59000,MORTGAGE,4.0,F,6000,21.36,0.1,1,7
34000,RENT,4.0,D,6400,17.49,0.19,0,9
56000,MORTGAGE,3.0,A,6000,7.68,0.11,0,5
45000,RENT,4.0,A,14000,6.17,0.32,1,2
60000,MORTGAGE,5.0,A,16000,6.91,0.27,0,5
30000,RENT,8.0,D,2400,15.62,0.08,1,12
100000,MORTGAGE,1.0,B,15000,10.99,0.15,0,1
25200,RENT,0.0,D,8000,14.59,0.32,1,10
60000,MORTGAGE,7.0,B,10000,12.18,0.17,0,2
56000,RENT,0.0,B,9000,10.65,0.16,0,5
35496,RENT,5.0,D,3200,14.54,0.09,1,7
30000,RENT,3.0,A,12000,8.49,0.4,1,3
75000,MORTGAGE,2.0,B,8000,10.99,0.11,0,3
65000,MORTGAGE,2.0,B,12000,9.88,0.18,0,3
25000,RENT,12.0,B,5000,11.11,0.2,0,1
50000,RENT,0.0,C,16000,13.85,0.32,1,11
70000,MORTGAGE,5.0,A,8000,7.88,0.11,0,1
36996,RENT,2.0,B,12000,11.58,0.33,1,4
65000,MORTGAGE,5.0,A,6000,7.49,0.09,0,2
55000,RENT,3.0,B,20000,12.69,0.36,1,4
76000,MORTGAGE,0.0,B,15000,11.36,0.2,0,6
40000,RENT,3.0,B,12000,11.71,0.3,0,5
62000,RENT,5.0,B,12000,12.61,0.19,0,4
44000,RENT,1.0,D,7000,16.07,0.16,1,7
72000,RENT,3.0,B,11000,10.37,0.16,0,2
36000,RENT,4.0,D,8000,16.32,0.22,1,11
40000,RENT,6.0,A,6000,7.88,0.15,0,5
36000,RENT,0.0,C,4000,13.49,0.11,0,9
60000,RENT,4.0,A,9000,5.79,0.15,0,1
92000,MORTGAGE,5.0,A,6000,6.03,0.07,0,1
40000,RENT,13.0,B,6000,10.25,0.15,0,5
50000,RENT,0.0,C,10000,13.11,0.2,0,8
82000,MORTGAGE,6.0,A,15000,7.88,0.18,0,2
115000,MORTGAGE,4.0,A,7300,8.94,0.07,0,3
15000,RENT,0.0,D,2700,15.28,0.17,1,12
14400,RENT,0.0,B,2000,10.65,0.14,0,6
175000,MORTGAGE,12.0,A,15000,7.88,0.07,0,5
42000,RENT,3.0,A,7000,7.9,0.17,0,2
45000,RENT,6.0,A,10000,7.51,0.22,0,5
60000,MORTGAGE,10.0,B,6000,11.71,0.1,0,5
69000,MORTGAGE,4.0,D,15000,14.42,0.22,1,8
140000,MORTGAGE,14.0,A,7000,5.42,0.05,0,3
52728,RENT,4.0,C,5000,14.27,0.09,0,12
40000,RENT,2.0,B,12000,12.18,0.3,0,5
100000,MORTGAGE,1.0,C,12000,13.22,0.12,0,8
60000,MORTGAGE,0.0,B,8500,10.59,0.14,0,2
60400,RENT,7.0,E,25000,17.93,0.4,1,12
85000,MORTGAGE,7.0,F,20800,18.43,0.25,0,8
26004,RENT,1.0,B,1800,10.95,0.07,0,3
78000,MORTGAGE,0.0,A,8000,5.79,0.1,0,6
85000,MORTGAGE,10.0,A,8000,7.29,0.09,0,2
52000,MORTGAGE,6.0,A,7125,6.03,0.14,0,3
50000,MORTGAGE,0.0,A,10000,8.59,0.2,0,4
70000,MORTGAGE,0.0,A,10000,7.29,0.14,0,6
80000,MORTGAGE,3.0,A,5000,6.62,0.06,0,4
48000,RENT,6.0,B,24000,11.71,0.51,1,5
95000,MORTGAGE,12.0,A,5000,7.51,0.05,0,4
28000,RENT,2.0,D,10000,14.96,0.36,1,2
60000,MORTGAGE,6.0,A,5000,5.42,0.08,0,2
29000,RENT,0.0,E,5000,16.45,0.17,1,3
70000,MORTGAGE,7.0,B,8000,9.62,0.11,0,4
175000,RENT,9.0,B,7500,12.18,0.01,0,4
85000,MORTGAGE,7.0,A,7750,8.49,0.09,0,2
48000,MORTGAGE,4.0,C,8000,13.49,0.17,0,3
50000,MORTGAGE,13.0,C,4000,13.99,0.08,0,12
70000,RENT,2.0,C,10000,13.48,0.14,0,1
95000,RENT,0.0,B,12000,12.69,0.13,0,5
70000,RENT,3.0,B,10000,10.0,0.14,0,6
14400,OWN,0.0,E,2250,18.64,0.15,1,9
65000,MORTGAGE,19.0,A,8000,8.0,0.12,0,1
130000,MORTGAGE,11.0,A,10000,7.51,0.08,0,3
60000,RENT,1.0,B,4800,9.99,0.08,0,4
175000,MORTGAGE,5.0,A,15000,6.99,0.04,0,6
70000,RENT,8.0,B,15000,10.0,0.21,0,4
50004,RENT,1.0,A,8000,7.68,0.16,0,2
40000,RENT,1.0,A,5000,7.9,0.13,0,5
74800,MORTGAGE,7.0,D,15000,14.96,0.16,1,11
110004,MORTGAGE,2.0,C,15000,12.73,0.14,0,2
45000,RENT,3.0,B,8000,11.11,0.18,0,4
40000,RENT,0.0,B,4700,10.59,0.12,0,4
50000,MORTGAGE,7.0,A,6400,7.88,0.13,0,5
84554,MORTGAGE,3.0,A,3600,6.03,0.04,0,3
58800,RENT,6.0,B,7000,10.36,0.12,0,1
80000,RENT,6.0,B,20000,10.99,0.25,0,2
41004,RENT,1.0,D,5000,15.28,0.12,1,11
60000,RENT,3.0,C,12000,15.27,0.2,0,11
80000,MORTGAGE,6.0,B,12000,11.12,0.15,0,4
150000,MORTGAGE,12.0,A,7000,7.29,0.05,0,6
57000,RENT,7.0,A,10000,8.0,0.18,0,3
50663,RENT,2.0,C,7500,12.53,0.15,0,2
60000,MORTGAGE,12.0,C,6000,14.27,0.1,0,10
40000,MORTGAGE,0.0,B,8000,12.18,0.2,0,5
120000,RENT,1.0,B,12000,11.49,0.1,0,3
42000,RENT,0.0,B,8000,9.99,0.19,0,5
44000,RENT,4.0,D,12000,12.86,0.27,1,6
44500,MORTGAGE,0.0,A,6000,8.63,0.13,0,6
64800,RENT,0.0,A,3500,7.29,0.06,0,2
60000,MORTGAGE,0.0,B,15000,9.99,0.25,0,6
42000,RENT,4.0,C,2500,15.27,0.06,0,2
34000,RENT,1.0,D,8000,14.83,0.24,1,6
30000,MORTGAGE,1.0,C,6500,13.85,0.22,0,4
28800,RENT,2.0,D,10000,14.96,0.35,1,12
80000,MORTGAGE,12.0,B,2500,10.99,0.03,0,4
90000,MORTGAGE,7.0,A,6000,8.94,0.07,0,1
38400,RENT,7.0,C,3000,11.28,0.08,0,5
110000,RENT,2.0,B,20000,10.38,0.18,0,3
78000,MORTGAGE,7.0,C,20500,13.06,0.26,0,11
33600,RENT,11.0,D,1500,14.96,0.04,1,5
39960,RENT,2.0,C,6000,13.49,0.15,0,5
60000,MORTGAGE,10.0,A,15000,9.63,0.25,0,2
65000,MORTGAGE,3.0,D,6000,12.8,0.09,0,2
40000,RENT,7.0,A,7000,8.59,0.17,0,3
35000,RENT,5.0,B,6500,10.99,0.19,0,6
54000,MORTGAGE,2.0,A,2500,5.42,0.05,0,5
61000,RENT,2.0,E,12000,16.82,0.2,0,8
75000,MORTGAGE,5.0,A,10000,7.9,0.13,0,2
38000,RENT,5.0,C,8500,13.11,0.22,0,7
79000,RENT,0.0,E,20000,17.04,0.25,1,9
64300,MORTGAGE,4.0,D,15000,15.33,0.22,0,10
40000,RENT,3.0,B,10000,12.18,0.25,0,1
60000,MORTGAGE,1.0,B,12000,11.71,0.2,0,1
70000,RENT,1.0,B,4000,11.71,0.06,0,2
70000,RENT,3.0,B,20000,11.83,0.29,0,6
44000,RENT,8.0,A,15000,8.9,0.34,1,5
30000,RENT,3.0,D,1200,14.42,0.04,1,12
51000,RENT,5.0,A,3200,7.51,0.06,0,1
28800,RENT,2.0,A,6000,7.49,0.21,0,2
52000,RENT,3.0,B,10000,10.59,0.19,0,2
40000,RENT,1.0,A,7000,8.9,0.17,0,6
60000,RENT,3.0,B,5600,10.59,0.09,0,2
124000,MORTGAGE,7.0,B,25000,11.83,0.19,0,2
108000,RENT,4.0,B,9000,12.42,0.08,0,5
44000,MORTGAGE,8.0,A,2000,5.79,0.05,0,5
20000,RENT,4.0,D,4800,14.59,0.24,0,7
85000,MORTGAGE,3.0,B,22000,9.91,0.25,0,2
54000,MORTGAGE,6.0,C,5200,13.48,0.1,0,9
58650,RENT,1.0,F,25000,18.84,0.36,1,11
69000,RENT,6.0,A,10000,6.62,0.14,0,2
68000,MORTGAGE,5.0,A,15000,7.88,0.23,0,6
50000,MORTGAGE,6.0,B,15000,11.26,0.3,0,5
36000,RENT,18.0,A,7000,7.9,0.19,1,3
33280,RENT,2.0,B,8400,11.89,0.25,0,6
50000,MORTGAGE,6.0,A,12000,7.51,0.24,0,4
41004,MORTGAGE,12.0,B,9000,12.53,0.21,0,6
48000,RENT,12.0,A,10000,9.07,0.21,0,3
24000,MORTGAGE,3.0,C,6000,13.49,0.25,0,10
45000,MORTGAGE,10.0,C,11400,12.53,0.26,0,1
52000,RENT,0.0,B,3000,11.99,0.05,0,5
53004,RENT,0.0,C,11000,13.79,0.21,0,7
25000,RENT,3.0,C,6400,10.91,0.26,0,2
30000,RENT,1.0,B,15000,11.48,0.5,1,3
43200,RENT,2.0,B,10000,10.74,0.23,0,1
33000,RENT,0.0,B,5000,11.71,0.15,0,5
101004,MORTGAGE,9.0,C,18000,13.35,0.18,0,11
32000,RENT,7.0,B,11200,10.65,0.36,1,6
154000,MORTGAGE,18.0,E,5000,16.45,0.03,0,9
60000,OTHER,0.0,C,15000,12.22,0.25,0,10
90000,RENT,8.0,A,16000,6.92,0.18,0,4
120000,MORTGAGE,6.0,B,25000,10.75,0.21,0,2
60000,RENT,2.0,A,3500,5.99,0.06,0,5
45000,MORTGAGE,7.0,A,6200,6.62,0.14,0,2
50000,MORTGAGE,6.0,A,4775,7.49,0.09,0,6
78000,RENT,7.0,B,10000,9.91,0.13,0,6
71400,MORTGAGE,2.0,A,8500,7.14,0.12,0,2
60000,MORTGAGE,5.0,B,5600,12.69,0.09,0,5
63000,MORTGAGE,3.0,B,15000,9.88,0.24,0,6
72000,MORTGAGE,11.0,A,6400,7.29,0.09,0,3
52000,RENT,2.0,C,6000,12.99,0.12,0,8
125000,RENT,1.0,A,10000,7.51,0.08,0,3
